TIMESTAMP;LAST HITBTC;AMOUNT HITBTC;LAST BINANCE;AMOUNT BINANCE;LAST BIBOX;AMOUNT BIBOX
06-04-2019 22:22:46:38;5019,91;0;5021,22000000;0,128933;5017,3843;0
06-04-2019 22:22:46:68;5019,91;0;5021,22000000;0;5017,3843;0
06-04-2019 22:22:46:98;5019,91;0;5021,22000000;0;5016,97;0,9331845400000001
06-04-2019 22:22:47:29;5019,91;0;5020,06000000;0,239205;5016,97;0
06-04-2019 22:22:47:59;5019,91;0;5020,06000000;0;5016,97;1,1188660799999999
06-04-2019 22:22:47:89;5019,91;0;5020,06000000;0;5016,97;0
06-04-2019 22:22:48:19;5019,91;0;5020,06000000;0;5016,97;0
06-04-2019 22:22:48:49;5019,91;0;5020,14000000;0,002261;5016,97;0
06-04-2019 22:22:48:79;5019,91;0;5020,14000000;0;5016,97;0,24
06-04-2019 22:22:49:09;5019,91;0;5020,12000000;0,056888;5016,97;0
06-04-2019 22:22:49:39;5019,91;0;5020,11000000;0,396274;5017,96;0,0238
06-04-2019 22:22:49:69;5019,91;0;5020,99000000;0,483016;5017,96;0
06-04-2019 22:22:49:99;5020,01;0,0017399999999999998;5020,99000000;0;5017,96;0
06-04-2019 22:22:50:29;5020,01;0;5020,99000000;0;5017,96;0
06-04-2019 22:22:50:59;5020,01;0;5024,57000000;0,859966;5017,96;0
06-04-2019 22:22:50:89;5020,08;1,61815;5020,20000000;2,484102;5017,96;0
06-04-2019 22:22:51:19;5020,08;0;5020,20000000;0;5017,135;0,99405144
06-04-2019 22:22:51:49;5020,08;0;5020,20000000;0;5017,135;0
06-04-2019 22:22:51:79;5020,14;0,1;5023,48000000;1,69231;5017,135;0
06-04-2019 22:22:52:10;5020,15;0,1;5023,48000000;0;5017,135;0
06-04-2019 22:22:52:40;5020,15;0;5023,48000000;0;5017,135;0
06-04-2019 22:22:52:70;5020,15;0;5024,85000000;0,40456499999999995;5017,135;0
06-04-2019 22:22:53:00;5020,15;0;5024,85000000;0;5017,135;0,0119
06-04-2019 22:22:53:30;5020,15;0;5020,11000000;0,277804;5017,135;0
06-04-2019 22:22:53:60;5019,28;0,11;5020,11000000;0;5017,135;0,0119
06-04-2019 22:22:53:90;5019,30;0,1;5020,12000000;0,036534;5017,135;0
06-04-2019 22:22:54:20;5019,30;0;5022,93000000;0,027100000000000003;5017,135;0
06-04-2019 22:22:54:50;5019,30;0;5020,11000000;0,030794;5017,135;0
06-04-2019 22:22:54:80;5019,05;0,0015199999999999999;5020,11000000;0;5017,135;0
06-04-2019 22:22:55:10;5019,05;0;5020,11000000;0;5016,8875;0,24
06-04-2019 22:22:55:40;5020,09;5,92195;5020,11000000;0;5016,8875;0
06-04-2019 22:22:55:70;5020,09;0;5020,14000000;0,375288;5016,8875;0
06-04-2019 22:22:56:00;5020,09;0;5020,14000000;0;5016,97;0,1771
06-04-2019 22:22:56:30;5020,09;0;5020,15000000;0,145056;5016,7637;0,0629
06-04-2019 22:22:56:60;5019,09;0,00022;5020,15000000;0,003647;5016,7637;0,2303
06-04-2019 22:22:56:90;5019,09;0;5020,12000000;0,27064499999999997;5016,7637;0
06-04-2019 22:22:57:20;5019,09;0;5020,12000000;0,122717;5016,7637;0,0238
06-04-2019 22:22:57:50;5019,09;0;5020,06000000;0,4702839999999999;5016,7018;0,90323633
06-04-2019 22:22:57:81;5019,09;0;5020,06000000;0;5016,7018;0
06-04-2019 22:22:58:10;5019,09;0;5018,70000000;0,061615;5016,7018;0
06-04-2019 22:22:58:41;5019,09;0;5018,71000000;3,572739;5017,465;0,0119
06-04-2019 22:22:58:71;5019,09;0;5018,73000000;0,159633;5016,87;0,0119
06-04-2019 22:22:59:01;5019,09;0;5020,33000000;0,019928;5016,87;0
06-04-2019 22:22:59:31;5019,09;0;5020,33000000;0;5016,7018;0,0119
06-04-2019 22:22:59:61;5019,09;0;5018,69000000;0,470287;5016,7018;0
06-04-2019 22:22:59:91;5019,09;0;5018,69000000;0,289218;5016,7018;0
06-04-2019 22:23:00:21;5019,09;0;5018,69000000;0;5016,7018;0
06-04-2019 22:23:00:51;5019,09;0;5019,87000000;1,122746;5017,96;0,0119
06-04-2019 22:23:00:81;5019,09;0;5018,38000000;0,066525;5017,96;0
06-04-2019 22:23:01:11;5019,09;0;5016,66000000;0,079461;5017,3;0,92714568
06-04-2019 22:23:01:41;5019,09;0;5018,24000000;0,014325;5017,96;0,0119
06-04-2019 22:23:01:71;5019,09;0;5018,24000000;0;5017,96;0
06-04-2019 22:23:02:01;5019,09;0;5016,68000000;0,22141899999999998;5017,96;0
06-04-2019 22:23:02:31;5019,09;0;5016,68000000;0;5017,3;1,73517171
06-04-2019 22:23:02:61;5019,09;0;5016,76000000;0,057614;5017,3;0
06-04-2019 22:23:02:91;5019,09;0;5016,79000000;0,050365;5017,3;0
06-04-2019 22:23:03:21;5019,09;0;5018,68000000;0,128744;5017,45;3,4744
06-04-2019 22:23:03:51;5019,09;0;5020,51000000;1,4700739999999999;5017,45;0
06-04-2019 22:23:03:81;5019,09;0;5020,51000000;0;5017,45;0
06-04-2019 22:23:04:12;5019,09;0;5020,51000000;0;5017,45;0
06-04-2019 22:23:04:42;5019,09;0;5020,51000000;0;5017,45;0
06-04-2019 22:23:04:72;5019,09;0;5020,51000000;0;5017,45;0
06-04-2019 22:23:05:02;5019,09;0;5017,79000000;0,17275200000000002;5016,97;0,8167740299999999
06-04-2019 22:23:05:32;5019,09;0;5016,94000000;0,199441;5016,97;0
06-04-2019 22:23:05:62;5019,09;0;5016,94000000;0;5016,97;0
06-04-2019 22:23:05:92;5019,09;0;5016,94000000;0;5016,97;0
06-04-2019 22:23:06:22;5019,09;0;5016,94000000;0;5016,97;0
06-04-2019 22:23:06:52;5019,09;0;5016,94000000;0;5016,97;0
06-04-2019 22:23:06:82;5019,09;0;5018,68000000;0,006395;5016,97;0
06-04-2019 22:23:07:12;5019,09;0;5018,68000000;0;5017,2254;0,00219922
06-04-2019 22:23:07:42;5019,09;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:07:72;5019,09;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:08:02;5019,09;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:08:32;5019,09;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:08:62;5019,09;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:08:92;5019,09;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:09:22;5017,69;0,03282;5018,68000000;0;5017,2254;0
06-04-2019 22:23:09:52;5017,69;0;5018,68000000;0;5017,2254;0
06-04-2019 22:23:09:82;5017,69;0;5019,67000000;0,011498;5017,2254;0
06-04-2019 22:23:10:12;5017,69;0;5019,67000000;0;5017,2254;0
06-04-2019 22:23:10:42;5017,69;0;5019,67000000;0;5017,2254;0
06-04-2019 22:23:10:72;5017,69;0;5019,61000000;0,036794;5017,2254;0
06-04-2019 22:23:11:02;5017,69;0;5019,61000000;0;5017,2254;0
06-04-2019 22:23:11:32;5017,69;0;5019,61000000;0;5017,2254;0
06-04-2019 22:23:11:62;5017,65;0,00022;5019,61000000;0;5017,2254;0
06-04-2019 22:23:11:92;5017,65;0;5019,53000000;0,1723;5017,2254;0
06-04-2019 22:23:12:22;5018,22;0,01571;5019,06000000;0,30284900000000003;5017,2254;0
06-04-2019 22:23:12:52;5017,90;0,00047;5019,06000000;0;5017,2254;0
06-04-2019 22:23:12:82;5017,90;0;5019,06000000;0;5017,2254;0
06-04-2019 22:23:13:12;5017,90;0;5019,06000000;0;5017,2254;0
06-04-2019 22:23:13:42;5017,90;0;5019,06000000;0;5017,2254;0
06-04-2019 22:23:13:72;5017,90;0;5019,06000000;0,004983;5017,2254;0
06-04-2019 22:23:14:02;5017,90;0;5019,06000000;0;5017,2254;0
06-04-2019 22:23:14:32;5017,90;0;5019,06000000;0;5017,2254;0
06-04-2019 22:23:14:62;5017,90;0;5019,06000000;0;5017,2254;0
06-04-2019 22:23:14:92;5017,90;0;5019,06000000;0;5019,225;0,58042421
06-04-2019 22:23:15:23;5017,90;0;5019,06000000;0;5019,225;0
06-04-2019 22:23:15:53;5017,90;0;5019,06000000;0;5019,225;0
06-04-2019 22:23:15:83;5017,90;0;5019,06000000;0;5019,225;0
06-04-2019 22:23:16:13;5017,98;3,63645;5016,81000000;0,002235;5018,865;3,8568
06-04-2019 22:23:16:43;5017,98;0;5018,41000000;0,193888;5018,87;1,39812249
06-04-2019 22:23:16:73;5017,98;0;5018,41000000;0;5018,87;0
06-04-2019 22:23:17:03;5017,98;0;5016,79000000;3,883298;5018,87;0
06-04-2019 22:23:17:33;5017,98;0;5016,79000000;0,401264;5018,87;0
06-04-2019 22:23:17:63;5017,98;0;5016,79000000;0;5018,87;0
06-04-2019 22:23:17:93;5017,98;0;5016,79000000;0;5018,87;0
06-04-2019 22:23:18:23;5017,98;0;5016,79000000;0,090532;5018,68;0,0713
06-04-2019 22:23:18:53;5017,98;0;5016,79000000;0;5018,68;0
06-04-2019 22:23:18:83;5017,08;0,00069;5016,79000000;0;5019,225;0,3073
06-04-2019 22:23:19:13;5017,08;0,00105;5016,79000000;0,009312;5019,225;0
06-04-2019 22:23:19:43;5017,08;0;5016,79000000;0;5019,225;0
06-04-2019 22:23:19:73;5017,08;0;5016,56000000;0,151974;5019,225;0
06-04-2019 22:23:20:03;5017,08;0;5016,05000000;0,003497;5019,225;0
06-04-2019 22:23:20:33;5017,08;0;5016,14000000;0,178465;5019,225;0
06-04-2019 22:23:20:63;5017,08;0;5016,79000000;0,009254;5019,225;0
06-04-2019 22:23:20:93;5017,08;0;5016,79000000;0;5019,225;0
06-04-2019 22:23:21:23;5018,05;0,00559;5016,79000000;0;5018,9525;0,4934
06-04-2019 22:23:21:53;5018,05;0;5016,79000000;0;5018,9525;0
06-04-2019 22:23:21:83;5018,05;0;5016,77000000;0,2432;5018,9525;0
06-04-2019 22:23:22:13;5018,05;0;5016,77000000;0;5018,9525;0
06-04-2019 22:23:22:43;5018,05;0;5016,79000000;0,5;5016,41;0,6884
06-04-2019 22:23:22:74;5018,05;0;5016,79000000;0;5016,41;0
06-04-2019 22:23:23:04;5018,05;0;5016,79000000;0;5016,41;0
06-04-2019 22:23:23:34;5018,05;0;5016,79000000;0;5016,41;0
06-04-2019 22:23:23:64;5017,57;0,0017299999999999998;5016,79000000;0;5016,41;0
06-04-2019 22:23:23:94;5017,57;0;5016,79000000;0;5016,41;0
06-04-2019 22:23:24:24;5017,57;0;5016,77000000;0,953111;5016,41;0
06-04-2019 22:23:24:54;5017,91;0,03518;5015,66000000;0,152912;5016,41;0
06-04-2019 22:23:24:84;5017,91;0;5015,66000000;0;5016,41;0
06-04-2019 22:23:25:14;5017,91;0;5015,66000000;0;5016,41;0
06-04-2019 22:23:25:44;5017,91;0;5015,66000000;0;5016,41;0
06-04-2019 22:23:25:74;5017,91;0;5015,66000000;0,031553;5016,05;0,0385
06-04-2019 22:23:26:04;5017,91;0;5015,66000000;0,002289;5016,05;0
06-04-2019 22:23:26:34;5017,91;0;5015,66000000;0;5016,05;0
06-04-2019 22:23:26:64;5017,91;0;5015,66000000;0,21584000000000003;5016,05;0
06-04-2019 22:23:26:94;5017,91;0;5015,66000000;0,115429;5016,05;0
06-04-2019 22:23:27:24;5017,91;0;5015,66000000;0;5016,05;0
06-04-2019 22:23:27:54;5017,91;0;5015,66000000;0;5016,05;0
06-04-2019 22:23:27:84;5017,91;0;5015,66000000;0;5016,05;0
06-04-2019 22:23:28:14;5017,91;0;5015,66000000;0;5016,05;0
06-04-2019 22:23:28:44;5016,47;0,00069;5015,66000000;0,5999099999999999;5016,05;0
06-04-2019 22:23:28:74;5016,47;0;5015,66000000;0,022242;5016,05;0
06-04-2019 22:23:29:04;5016,47;0;5014,97000000;2,0207100000000002;5016,05;0
06-04-2019 22:23:29:34;5015,76;0,27;5014,97000000;0;5016,05;0
06-04-2019 22:23:29:64;5014,96;1,03892;5014,97000000;0,203101;5016,05;0
06-04-2019 22:23:29:94;5014,96;0;5014,97000000;0;5016,05;0
06-04-2019 22:23:30:24;5014,96;0;5014,97000000;0,22600499999999998;5016,05;0
06-04-2019 22:23:30:55;5014,96;0;5014,39000000;8,531536000000001;5016,05;0
06-04-2019 22:23:30:84;5014,96;0;5014,39000000;0;5016,0949;0,00243634
06-04-2019 22:23:31:15;5014,96;0;5013,10000000;0,029644;5016,0949;0
06-04-2019 22:23:31:45;5014,00;0,005;5013,10000000;0;5016,0949;0
06-04-2019 22:23:31:75;5014,00;0;5013,10000000;0;5016,0949;0
06-04-2019 22:23:32:05;5016,20;0,93251;5013,10000000;0,0472;5016,0949;0
06-04-2019 22:23:32:35;5016,20;0;5013,10000000;0;5016,0949;0
06-04-2019 22:23:32:65;5016,20;0;5012,32000000;0,006373;5016,0949;0
06-04-2019 22:23:32:95;5016,20;0;5012,32000000;0;5016,0949;0
06-04-2019 22:23:33:25;5016,20;0;5011,13000000;3,2852919999999997;5016,0949;0
06-04-2019 22:23:33:55;5016,20;0;5011,13000000;0,036626;5016,0949;0
06-04-2019 22:23:33:85;5010,16;0,12000000000000001;5010,35000000;1,170412;5016,0949;0
06-04-2019 22:23:34:15;5009,63;0,18;5008,78000000;0,324928;5016;0,2397
06-04-2019 22:23:34:45;5009,63;0;5007,64000000;2,9804589999999997;5016;0
06-04-2019 22:23:34:75;5009,63;0;5011,08000000;0,08393;5014,1115;0,3597
06-04-2019 22:23:35:05;5009,63;0;5011,08000000;0;5009,9349;0,2278
06-04-2019 22:23:35:35;5009,63;0;5011,08000000;0;5009,9349;0
06-04-2019 22:23:35:65;5009,63;0;5011,08000000;0;5009,9349;0
06-04-2019 22:23:35:96;5009,63;0;5006,95000000;0,0023610000000000003;5009,9349;0
06-04-2019 22:23:36:25;5009,63;0;5006,95000000;0;5009,9349;0
06-04-2019 22:23:36:56;5009,62;0,00154;5006,94000000;0,522981;5009,9349;0
06-04-2019 22:23:36:86;5009,62;0;5006,94000000;0;5009,9349;0
06-04-2019 22:23:37:16;5009,62;0;5008,83000000;1,530475;5009,9349;0
06-04-2019 22:23:37:46;5009,62;0;5005,11000000;0,808948;5009,9349;0
06-04-2019 22:23:37:76;5007,71;0,00046;5005,11000000;0;5009,9349;0
06-04-2019 22:23:38:06;5007,71;0;5005,11000000;0;5009,9349;0
06-04-2019 22:23:38:36;5007,71;0;5008,78000000;0,029581;5009,9349;0
06-04-2019 22:23:38:66;5007,71;0;5008,78000000;0;5009,9349;0
06-04-2019 22:23:38:96;5007,71;0;5005,11000000;0,819029;5009,9349;0
06-04-2019 22:23:39:26;5007,74;0,10386;5005,11000000;0;5009,9349;0
06-04-2019 22:23:39:56;5007,72;0,015220000000000001;5005,15000000;0,161824;5009,9349;0
06-04-2019 22:23:39:86;5007,72;0;5005,15000000;0,055294;5009,9349;0
06-04-2019 22:23:40:16;5007,72;0;5005,86000000;0,178908;5009,9349;0
06-04-2019 22:23:40:46;5007,72;0,19447;5005,88000000;0,624825;5009,9349;0
06-04-2019 22:23:40:76;5007,72;0;5005,15000000;2,8694800000000003;5009,9349;0
06-04-2019 22:23:41:06;5007,72;0;5006,89000000;0,012906;5005,5049;3,0715
06-04-2019 22:23:41:36;5007,72;0;5006,89000000;0;5005,5049;0
06-04-2019 22:23:41:66;5007,72;0;5006,95000000;3,776053;5005,5049;0
06-04-2019 22:23:41:96;5007,72;0;5006,95000000;1,745605;5005,5049;0
06-04-2019 22:23:42:26;5007,72;0;5006,95000000;0,285645;5005,5049;0
06-04-2019 22:23:42:56;5007,72;0;5006,95000000;0;5005,5049;0
06-04-2019 22:23:42:87;5007,72;0;5006,95000000;0;5005,5049;0
06-04-2019 22:23:43:17;5007,72;0;5008,41000000;0,002032;5005,5049;0
06-04-2019 22:23:43:47;5007,72;0;5008,41000000;0;5005,5049;0
06-04-2019 22:23:43:77;5007,72;0;5007,00000000;0,502657;5005,5049;0
06-04-2019 22:23:44:07;5007,72;0;5007,00000000;0;5005,5049;0
06-04-2019 22:23:44:37;5007,72;0;5007,00000000;0;5005,5049;0
06-04-2019 22:23:44:67;5007,72;0;5008,36000000;0,00627;5006,2949;0,0094
06-04-2019 22:23:44:97;5007,72;0;5008,36000000;0;5006,2949;0
06-04-2019 22:23:45:27;5007,72;0;5008,36000000;0;5006,2949;0
06-04-2019 22:23:45:57;5007,72;0;5008,33000000;0,0098;5006,2949;0,0008
06-04-2019 22:23:45:87;5007,72;0;5007,64000000;0,731538;5006,2949;0,0094
06-04-2019 22:23:46:17;5007,72;0;5007,00000000;0,080406;5006,2949;0
06-04-2019 22:23:46:47;5007,72;0;5008,33000000;0,07980000000000001;5006,2949;0
06-04-2019 22:23:46:77;5007,72;0;5007,02000000;0,201664;5006,2949;0
06-04-2019 22:23:47:07;5007,72;0;5007,02000000;0;5006,2949;0
06-04-2019 22:23:47:37;5007,72;0;5009,85000000;0,001996;5006,2949;0
06-04-2019 22:23:47:67;5007,83;2,1328000000000005;5009,85000000;0,024952;5006,2949;0
06-04-2019 22:23:47:97;5007,81;0,3262;5009,85000000;0,008086;5006,2949;0
06-04-2019 22:23:48:27;5007,81;0;5009,85000000;0;5006,2949;0
06-04-2019 22:23:48:57;5007,81;0;5009,85000000;0;5006,2949;0
06-04-2019 22:23:48:87;5007,81;0;5009,85000000;0;5006,2949;0
06-04-2019 22:23:49:17;5007,81;0;5009,93000000;0,016814;5005,4287;0,24000000000000002
06-04-2019 22:23:49:47;5007,56;1,5754;5011,01000000;0,412002;5005,7174;0,0323
06-04-2019 22:23:49:77;5007,56;0;5009,85000000;0,003518;5005,7174;0
06-04-2019 22:23:50:08;5007,56;0;5011,01000000;0,17077799999999999;5005,7174;0
06-04-2019 22:23:50:38;5007,56;0;5011,01000000;0,894213;5005,7174;0
06-04-2019 22:23:50:68;5007,56;0;5013,68000000;0,199206;5005,7174;0,0272
06-04-2019 22:23:50:98;5007,56;0;5009,88000000;0,039838;5005,7174;0,0154
06-04-2019 22:23:51:28;5007,56;0;5013,68000000;0,078799;5005,7174;0
06-04-2019 22:23:51:58;5007,56;0;5013,68000000;0,01421;5005,7174;0
06-04-2019 22:23:51:88;5007,37;0,31759;5013,68000000;0;5005,573;0,0369
06-04-2019 22:23:52:18;5007,37;0;5013,68000000;0;5005,573;0
06-04-2019 22:23:52:48;5007,37;0;5013,70000000;0,338984;5005,573;0
06-04-2019 22:23:52:79;5007,37;0;5013,70000000;0;5005,4909;0,6811065599999999
06-04-2019 22:23:53:09;5007,37;0;5013,70000000;0;5008,41;0,1960927
06-04-2019 22:23:53:39;5007,37;0;5013,81000000;0,451026;5008,41;0
06-04-2019 22:23:53:69;5007,37;0;5013,81000000;0;5011,09;3,3662
06-04-2019 22:23:53:99;5007,37;0;5013,81000000;0;5011,09;0
06-04-2019 22:23:54:29;5007,37;0;5013,61000000;0,005626;5011,09;0
06-04-2019 22:23:54:59;5007,37;0;5013,61000000;0;5011,09;0
06-04-2019 22:23:54:89;5010,81;0,6255;5010,84000000;0,08018600000000001;5011,8825;1,12691261
06-04-2019 22:23:55:19;5010,81;0;5010,84000000;0;5011,8825;0
06-04-2019 22:23:55:49;5010,81;0;5010,85000000;0,013515;5011,8825;0
06-04-2019 22:23:55:79;5010,81;0;5010,85000000;0,002323;5011,8825;0
06-04-2019 22:23:56:09;5011,62;0,755;5010,85000000;0;5011,8825;0
06-04-2019 22:23:56:39;5011,62;0;5013,68000000;4,33543;5011,8825;0
06-04-2019 22:23:56:69;5011,62;0;5011,58000000;0,011948;5011,8825;0
06-04-2019 22:23:56:99;5011,62;0;5011,58000000;0,027941999999999998;5011,99;1,21276674
06-04-2019 22:23:57:29;5011,62;0;5011,58000000;0;5011,99;0
06-04-2019 22:23:57:59;5011,62;0;5014,14000000;2,2203850000000003;5011,99;0
06-04-2019 22:23:57:89;5011,62;0;5011,59000000;0,002157;5011,99;0
06-04-2019 22:23:58:19;5011,62;0;5011,59000000;0;5011,99;0
06-04-2019 22:23:58:50;5011,62;0;5011,59000000;0;5011,99;0,011717269999999998
06-04-2019 22:23:58:80;5011,62;0;5011,59000000;0;5011,99;0
06-04-2019 22:23:59:10;5011,62;0;5011,59000000;0;5011,99;0
06-04-2019 22:23:59:40;5011,62;0;5013,04000000;0,643367;5011,99;0
06-04-2019 22:23:59:70;5011,62;0;5013,65000000;0,024992;5011,99;0
06-04-2019 22:24:00:00;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:00:30;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:00:60;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:00:90;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:01:20;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:01:50;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:01:80;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:02:10;5011,62;0;5013,65000000;0;5011,99;0
06-04-2019 22:24:02:40;5011,62;0;5013,65000000;0;5011,9945;0,9989602
06-04-2019 22:24:02:70;5011,62;0;5013,65000000;0;5011,9945;0
06-04-2019 22:24:03:00;5011,62;0;5013,65000000;0;5011,9945;0
06-04-2019 22:24:03:30;5011,62;0;5013,65000000;0;5011,9945;0
06-04-2019 22:24:03:60;5011,62;0;5013,65000000;0,034542;5011,9945;0
06-04-2019 22:24:03:90;5011,62;0;5013,65000000;0;5011,9945;0
06-04-2019 22:24:04:20;5011,62;5,90332;5013,61000000;0,027429;5011,9945;0
06-04-2019 22:24:04:50;5011,62;0;5013,61000000;0;5011,9945;0
06-04-2019 22:24:04:80;5011,62;0;5013,61000000;0;5011,9945;0
06-04-2019 22:24:05:10;5011,62;0;5013,73000000;0,041642;5011,9945;0
06-04-2019 22:24:05:40;5011,62;0;5013,73000000;0;5011,9945;0
06-04-2019 22:24:05:70;5011,26;0,00068;5013,73000000;0;5011,9945;0
06-04-2019 22:24:06:00;5011,26;0;5013,65000000;0,020465;5011,9945;0
06-04-2019 22:24:06:30;5011,26;0;5013,65000000;0;5011,9945;0
06-04-2019 22:24:06:60;5011,26;0;5013,65000000;0;5011,9945;0
06-04-2019 22:24:06:90;5011,26;0;5013,75000000;0,683153;5011,9945;0
06-04-2019 22:24:07:20;5011,86;1,30066;5013,75000000;0;5011,7372;0,7338045099999999
06-04-2019 22:24:07:50;5011,86;0;5013,75000000;0;5011,7372;0
06-04-2019 22:24:07:81;5010,74;0,7349399999999999;5011,69000000;0,002364;5011,7372;0
06-04-2019 22:24:08:11;5010,74;0,29006;5011,69000000;0;5011,7372;0
06-04-2019 22:24:08:41;5010,74;0;5011,69000000;0,012703;5011,7372;0
06-04-2019 22:24:08:71;5010,74;0;5011,69000000;0;5012,6736;1,03235832
06-04-2019 22:24:09:01;5010,74;0;5011,69000000;0;5012,6736;0
06-04-2019 22:24:09:31;5010,74;0;5011,69000000;0;5012,6736;0
06-04-2019 22:24:09:61;5010,74;0;5011,69000000;0;5012,6736;0
06-04-2019 22:24:09:91;5010,74;0;5011,69000000;0;5012,6736;0
06-04-2019 22:24:10:21;5010,74;0;5011,69000000;0;5012,6736;0
06-04-2019 22:24:10:51;5010,74;0;5011,69000000;0;5012,6736;0
06-04-2019 22:24:10:81;5010,74;0;5013,72000000;0,213346;5012,6736;0
06-04-2019 22:24:11:11;5010,74;0;5011,64000000;0,175028;5012,6736;0
06-04-2019 22:24:11:41;5010,74;0;5011,64000000;0;5012,6736;0
06-04-2019 22:24:11:71;5010,74;0;5010,59000000;0,025455;5012,6736;0
